old_local:C 	 new_local: de_DE.UTF-8

Run with 32 processes and 2^13 elements per node
step;total_time;work_time_min;work_time_avg;work_time_max;prep_time_min;prep_time_avg;prep_time_max;comm_time_min;comm_time_avg;comm_time_max
old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

old_local:C 	 new_local: de_DE.UTF-8

1;0,178;0,18;0,21;0,24;0,00134;0,00237;0,00301;0,00234;0,00243;0,00253
2;0,174;0,179;0,209;0,24;0,000792;0,022;0,0586;0,00044;0,000459;0,000498
3;0,173;0,179;0,209;0,24;0,000777;0,0221;0,0587;0,000428;0,000448;0,000478
4;0,174;0,179;0,209;0,24;0,000785;0,0221;0,0587;0,000432;0,000454;0,000501
5;0,173;0,179;0,209;0,24;0,000794;0,0221;0,0587;0,000431;0,000453;0,000496
6;0,174;0,179;0,209;0,24;0,00079;0,0221;0,0587;0,000422;0,00044;0,000469
7;0,181;0,182;0,21;0,24;0,00081;0,0221;0,0587;0,00042;0,000441;0,000465
8;0,174;0,18;0,21;0,24;0,000783;0,0221;0,0587;0,000432;0,000448;0,000487
9;0,174;0,18;0,21;0,241;0,000791;0,0216;0,0581;0,000425;0,000449;0,000495
10;0,174;0,18;0,21;0,24;0,000881;0,0223;0,059;0,000487;0,000509;0,000543

real	0m2.582s
user	1m15.138s
sys	0m3.613s
Request ID: 125548.ace-ssiox
